,Global_reactive_power,Voltage,Global_intensity,Date_day,Date_month,hour,minute,Total_sub_metering
511295,0.0,236.06,7.8,12.0,6.0,18.0,59.0,0.0
1993012,0.168,240.33,7.6,30.0,9.0,18.0,16.0,19.0
1668460,0.068,240.04,7.4,17.0,2.0,9.0,4.0,18.0
862,0.084,242.24,9.8,17.0,12.0,7.0,46.0,0.0
1490077,0.058,242.17,5.4,16.0,10.0,12.0,1.0,19.0
432631,0.0,239.34,1.0,13.0,10.0,3.0,55.0,0.0
442892,0.11,245.09,1.4,20.0,10.0,6.0,56.0,0.0
1380658,0.258,240.45,3.8,8.0,1.0,12.0,22.0,13.0
764170,0.09,236.64,6.8,30.0,5.0,9.0,34.0,18.0
1848769,0.0,240.02,2.8,22.0,6.0,14.0,13.0,7.0
692864,0.246,236.15,8.6,4.0,10.0,21.0,8.0,1.0
745087,0.0,240.23,0.6,17.0,5.0,3.0,31.0,1.0
1191891,0.186,241.0,6.6,23.0,3.0,10.0,15.0,20.0
1357488,0.236,243.3,1.6,16.0,7.0,10.0,12.0,2.0
1252228,0.158,238.68,10.6,5.0,4.0,7.0,52.0,18.0
1977323,0.122,240.34,10.8,19.0,9.0,20.0,47.0,20.0
755636,0.224,239.23,1.4,24.0,5.0,11.0,20.0,2.0
495235,0.102,243.51,5.8,25.0,11.0,15.0,19.0,18.0
1515865,0.064,239.36,2.8,11.0,3.0,9.0,49.0,2.0
147001,0.372,234.04,13.9,28.0,3.0,19.0,25.0,38.0
1260022,0.40800000000000003,240.28,7.0,5.0,9.0,17.0,46.0,13.0
485948,0.062,246.17,1.2,19.0,11.0,4.0,32.0,0.0
1540594,0.0,244.94,0.8,20.0,11.0,13.0,58.0,0.0
925754,0.0,241.47,0.6,19.0,9.0,14.0,38.0,1.0
911517,0.198,241.34,1.6,9.0,9.0,17.0,21.0,3.0
1177746,0.138,244.99,2.2,13.0,3.0,14.0,30.0,0.0
1232994,0.132,244.1,5.0,20.0,4.0,23.0,18.0,10.0
679968,0.0,235.63,13.9,4.0,1.0,22.0,12.0,17.0
1115331,0.064,244.74,1.0,29.0,1.0,6.0,15.0,0.0
1268747,0.078,239.68,6.2,15.0,5.0,19.0,11.0,18.0
1958045,0.172,241.86,1.6,9.0,6.0,11.0,29.0,1.0
940764,0.076,242.46,1.6,30.0,9.0,0.0,48.0,0.0
363351,0.222,239.85,5.8,26.0,8.0,1.0,15.0,18.0
1216766,0.096,245.11,1.4,4.0,9.0,16.0,50.0,1.0
789341,0.054,239.1,10.2,16.0,6.0,21.0,5.0,20.0
982890,0.098,247.75,3.4,29.0,10.0,6.0,54.0,1.0
312771,0.104,236.54,1.6,21.0,7.0,22.0,15.0,0.0
171717,0.224,240.01,6.0,14.0,4.0,23.0,21.0,19.0
2044833,0.0,239.39,3.8,11.0,5.0,17.0,57.0,0.0
1892434,0.062,239.36,4.8,22.0,7.0,21.0,58.0,1.0
1562483,0.31,234.31,13.9,12.0,5.0,18.0,47.0,17.0
1178184,0.066,242.72,8.0,13.0,3.0,21.0,48.0,18.0
1105585,0.242,241.42,7.0,22.0,1.0,11.0,49.0,18.0
568535,0.228,240.45,13.9,15.0,1.0,12.0,59.0,45.0
439011,0.11,241.12,1.4,17.0,10.0,14.0,15.0,0.0
602575,0.072,243.64,1.2,2.0,8.0,4.0,19.0,0.0
120243,0.094,240.37,1.2,3.0,10.0,5.0,27.0,2.0
895611,0.0,241.51,0.2,29.0,8.0,16.0,15.0,0.0
236374,0.0,233.69,12.4,29.0,5.0,20.0,58.0,35.0
1301946,0.114,242.36,2.0,6.0,7.0,20.0,30.0,1.0
32456,0.138,240.29,1.4,1.0,8.0,6.0,20.0,0.0
405224,0.104,240.35,1.0,24.0,9.0,3.0,8.0,0.0
1113795,0.112,248.16,1.4,28.0,1.0,4.0,39.0,0.0
1523361,0.206,246.78,8.0,11.0,8.0,14.0,45.0,20.0
53082,0.118,244.48,7.0,22.0,1.0,14.0,6.0,20.0
2033416,0.288,244.44,8.8,28.0,10.0,19.0,40.0,4.0
1679973,0.0,239.68,5.6,25.0,2.0,8.0,57.0,18.0
1125221,0.0,248.625,1.0,2.0,5.0,3.0,5.0,0.0
797715,0.0,240.48,5.4,22.0,6.0,16.0,39.0,18.0
1011969,0.066,238.1,5.8,18.0,11.0,11.0,33.0,18.0
764933,0.0,242.42,1.8,30.0,5.0,22.0,17.0,1.0
1958701,0.246,240.94,13.0,9.0,6.0,22.0,25.0,1.0
1048049,0.098,245.01,1.8,13.0,12.0,12.0,53.0,0.0
1602123,0.282,243.67,2.0,1.0,2.0,7.0,27.0,3.0
510622,0.112,238.65,9.4,12.0,6.0,7.0,46.0,18.0
540212,0.094,241.53,1.8,26.0,12.0,20.0,56.0,0.0
1052357,0.164,241.81,7.8,16.0,12.0,12.0,41.0,18.0
1611466,0.324,239.94,13.9,1.0,8.0,19.0,10.0,38.0
1371460,0.158,244.2,3.4,26.0,7.0,3.0,4.0,12.0
882940,0.26,239.75,3.4,20.0,8.0,21.0,4.0,11.0
4275,0.114,242.73,5.6,19.0,12.0,16.0,39.0,18.0
470417,0.158,238.27,6.8,11.0,8.0,9.0,41.0,20.0
474972,0.0,241.81,1.4,11.0,11.0,13.0,36.0,0.0
536915,0.16,243.89,11.6,24.0,12.0,13.0,59.0,19.0
1192141,0.102,243.19,1.6,23.0,3.0,14.0,25.0,0.0
1780666,0.066,240.96,1.8,5.0,6.0,7.0,10.0,1.0
1470117,0.0,242.37,5.0,10.0,2.0,15.0,21.0,19.0
590379,0.0,242.28,1.4,30.0,1.0,17.0,3.0,0.0
1591924,0.0,246.17,1.0,26.0,12.0,5.0,28.0,1.0
833543,0.278,239.73,3.2,17.0,7.0,13.0,47.0,1.0
1616954,0.106,244.78,6.6,1.0,12.0,14.0,38.0,20.0
334366,0.122,235.82,1.0,8.0,5.0,22.0,10.0,0.0
411140,0.084,239.53,1.2,28.0,9.0,5.0,44.0,0.0
906827,0.164,237.89,4.0,9.0,6.0,11.0,11.0,1.0
754674,0.118,239.67,1.0,23.0,5.0,19.0,18.0,2.0
1050484,0.196,243.01,2.0,15.0,12.0,5.0,28.0,0.0
221096,0.068,234.67,1.2,19.0,5.0,6.0,20.0,1.0
1845912,0.076,242.07,5.8,20.0,6.0,14.0,36.0,19.0
241239,0.072,237.62,1.2,6.0,2.0,6.0,3.0,0.0
1511581,0.172,241.44,6.2,31.0,10.0,10.0,25.0,22.0
1730200,0.0,243.37,1.0,4.0,1.0,6.0,4.0,1.0
1772458,0.216,239.84,2.2,30.0,4.0,14.0,22.0,1.0
1593448,0.134,244.84,1.4,27.0,12.0,6.0,52.0,0.0
1726793,0.088,237.19,10.2,29.0,3.0,21.0,17.0,18.0
882436,0.0,242.88,0.2,20.0,8.0,12.0,40.0,1.0
807644,0.092,236.62,10.6,29.0,6.0,14.0,8.0,2.0
1099151,0.05,246.14,5.8,18.0,1.0,0.0,35.0,19.0
1866511,0.216,240.03,1.8,7.0,4.0,21.0,55.0,2.0
956300,0.176,236.18,5.2,10.0,10.0,19.0,44.0,1.0
1184849,0.066,243.14,6.2,18.0,3.0,12.0,53.0,18.0
116527,0.106,242.54,5.8,3.0,7.0,15.0,31.0,18.0
1840914,0.0,238.89,1.0,17.0,6.0,3.0,18.0,1.0
14304,0.0,244.87,13.2,26.0,12.0,15.0,48.0,18.0
442064,0.0,243.1,1.0,19.0,10.0,17.0,8.0,0.0
1949935,0.312,244.24,9.6,31.0,8.0,20.0,19.0,21.0
1500433,0.118,237.97,13.9,23.0,10.0,16.0,37.0,18.0
746228,0.194,238.88,11.4,17.0,5.0,22.0,32.0,18.0
109735,0.0,242.66,1.2,3.0,2.0,22.0,19.0,0.0
1360090,0.092,244.42,1.0,18.0,7.0,5.0,34.0,1.0
1270154,0.40800000000000003,238.56,7.8,16.0,5.0,18.0,38.0,19.0
1018836,0.0,241.88,1.6,23.0,11.0,6.0,0.0,1.0
433422,0.07,240.55,2.2,13.0,10.0,17.0,6.0,0.0
1759427,0.142,241.99,8.2,21.0,4.0,13.0,11.0,30.0
40946,0.08,239.57,9.4,14.0,1.0,3.0,50.0,0.0
964763,0.074,238.15,1.6,16.0,10.0,16.0,47.0,3.0
1789959,0.308,241.33,7.2,5.0,12.0,18.0,3.0,22.0
1060604,0.208,245.39,1.8,22.0,12.0,6.0,8.0,0.0
1246793,0.046,240.78,5.6,30.0,4.0,13.0,17.0,19.0
1755002,0.06,239.33,7.6,18.0,4.0,11.0,26.0,18.0
1159598,0.096,243.25,6.2,3.0,1.0,0.0,2.0,18.0
228787,0.1,233.23,1.6,24.0,5.0,14.0,31.0,1.0
2062495,0.40800000000000003,242.01,2.8,18.0,11.0,0.0,19.0,1.0
559667,0.0,241.05,5.4,1.0,9.0,9.0,11.0,17.0
13373,0.146,245.17,10.0,26.0,12.0,0.0,17.0,1.0
1236020,0.148,243.13,1.8,23.0,4.0,1.0,44.0,1.0
1107505,0.144,240.55,9.6,23.0,1.0,19.0,49.0,0.0
1167831,0.06,236.83,5.4,3.0,6.0,17.0,15.0,17.0
1085279,0.054,244.5,5.6,1.0,8.0,9.0,23.0,18.0
334524,0.092,233.65,7.6,8.0,6.0,0.0,48.0,0.0
461473,0.0,241.8,0.8,11.0,2.0,4.0,37.0,0.0
1521736,0.208,241.5,2.0,11.0,7.0,11.0,40.0,0.0
713499,0.228,239.73,1.8,25.0,4.0,5.0,3.0,1.0
1458698,0.0,241.0,0.6,24.0,9.0,17.0,2.0,0.0
592720,0.216,234.95,8.6,2.0,1.0,8.0,4.0,17.0
922812,0.0,241.14,1.4,17.0,9.0,13.0,36.0,1.0
770760,0.134,237.92,7.6,6.0,3.0,23.0,24.0,24.0
1132642,0.224,241.78,4.8,2.0,10.0,6.0,46.0,2.0
1553537,0.37,245.16,4.8,29.0,11.0,13.0,41.0,6.0
129667,0.178,233.22500000000002,13.9,16.0,3.0,18.0,31.0,16.0
964506,0.074,240.51,3.2,16.0,10.0,12.0,30.0,1.0
1277549,0.148,239.93,3.4,21.0,5.0,21.0,53.0,3.0
1693894,0.084,247.52,2.0,3.0,7.0,0.0,58.0,1.0
20546,0.0,242.7,0.8,30.0,12.0,23.0,50.0,0.0
1391515,0.134,241.12,1.0,8.0,9.0,1.0,19.0,1.0
1586465,0.09,244.55,5.6,22.0,12.0,10.0,29.0,18.0
380185,0.108,239.61,2.4,9.0,6.0,17.0,49.0,2.0
1751270,0.222,235.63,13.9,15.0,4.0,21.0,14.0,19.0
931658,0.0,242.21,1.8,23.0,9.0,17.0,2.0,0.0
1526266,0.0,248.625,1.6,11.0,10.0,15.0,10.0,1.0
1347008,0.118,242.81,1.4,7.0,9.0,3.0,32.0,2.0
599872,0.114,240.45,7.6,2.0,6.0,7.0,16.0,18.0
460744,0.0,239.94,0.8,11.0,1.0,16.0,28.0,0.0
353031,0.0,241.47,0.4,18.0,8.0,21.0,15.0,0.0
1630684,0.0,242.89,1.2,22.0,1.0,3.0,28.0,1.0
1514601,0.40800000000000003,236.94,13.9,11.0,2.0,12.0,45.0,2.0
95969,0.23,237.86,6.0,21.0,2.0,8.0,53.0,18.0
942133,0.0,244.37,1.0,30.0,9.0,23.0,37.0,1.0
189757,0.0,234.5,5.0,27.0,4.0,12.0,1.0,17.0
1373510,0.274,244.05,1.6,27.0,7.0,13.0,14.0,3.0
253852,0.262,241.64,2.0,6.0,11.0,0.0,16.0,2.0
125621,0.204,241.68,8.2,13.0,3.0,23.0,5.0,17.0
685381,0.324,239.31,8.8,4.0,5.0,16.0,25.0,18.0
678161,0.246,244.52,1.8,31.0,3.0,16.0,5.0,1.0
1249450,0.13,241.9,6.2,5.0,2.0,9.0,34.0,19.0
647619,0.078,239.6,6.0,3.0,10.0,11.0,3.0,17.0
392079,0.0,243.04,3.2,15.0,9.0,0.0,3.0,0.0
1367384,0.23,242.19,1.4,23.0,7.0,7.0,8.0,3.0
1757732,0.056,235.89,5.6,20.0,4.0,8.0,56.0,17.0
185982,0.138,233.22500000000002,9.2,24.0,4.0,21.0,6.0,18.0
973980,0.094,242.27,1.4,23.0,10.0,2.0,24.0,3.0
1920281,0.306,238.68,4.0,8.0,11.0,6.0,5.0,13.0
95827,0.0,241.73,1.0,21.0,2.0,6.0,31.0,0.0
1277437,0.346,241.69,2.6,21.0,5.0,20.0,1.0,2.0
670094,0.058,242.27,1.4,26.0,3.0,1.0,38.0,0.0
555113,0.0,244.14,1.0,1.0,6.0,5.0,17.0,0.0
1386,0.0,234.92,13.9,17.0,12.0,16.0,30.0,16.0
898099,0.12,239.6,0.8,31.0,8.0,9.0,43.0,0.0
324676,0.0,236.46,0.4,30.0,7.0,4.0,40.0,0.0
1528149,0.212,242.36,7.2,11.0,11.0,22.0,33.0,20.0
1881445,0.0,242.02,2.6,15.0,7.0,6.0,49.0,1.0
605180,0.082,245.17,3.0,2.0,9.0,23.0,44.0,0.0
1853294,0.118,243.8,1.0,25.0,6.0,17.0,38.0,1.0
754367,0.0,237.49,5.2,23.0,5.0,14.0,11.0,17.0
283216,0.052,237.15,6.2,7.0,1.0,9.0,40.0,17.0
997843,0.172,241.77,2.6,11.0,8.0,16.0,7.0,0.0
1628503,0.142,246.08,1.6,20.0,1.0,15.0,7.0,2.0
1418738,0.0,244.69,2.8,27.0,8.0,23.0,2.0,0.0
1070268,0.0,248.29,0.8,28.0,12.0,23.0,12.0,0.0
314654,0.0,235.45,0.6,23.0,7.0,5.0,38.0,0.0
875613,0.234,240.34,1.4,15.0,8.0,18.0,57.0,1.0
785407,0.256,238.91,2.0,14.0,6.0,3.0,31.0,3.0
927681,0.0,244.48,1.4,20.0,9.0,22.0,45.0,1.0
1789850,0.184,240.7,6.0,5.0,12.0,16.0,14.0,18.0
666268,0.194,238.89,6.8,23.0,3.0,9.0,52.0,19.0
1961004,0.40800000000000003,242.74,9.0,9.0,8.0,12.0,48.0,2.0
509464,0.266,239.78,7.2,12.0,5.0,12.0,28.0,18.0
169747,0.212,238.94,1.8,13.0,4.0,14.0,31.0,0.0
742748,0.3,241.71,4.4,15.0,5.0,12.0,32.0,11.0
1207304,0.194,241.67,6.2,4.0,3.0,3.0,8.0,18.0
286541,0.196,241.53,1.6,7.0,3.0,17.0,5.0,0.0
1953259,0.382,239.34,4.6,9.0,3.0,3.0,43.0,12.0
2046678,0.346,240.52,4.8,11.0,7.0,0.0,42.0,12.0
1204418,0.12,246.11,1.4,4.0,1.0,3.0,2.0,0.0
1339636,0.13,242.66,1.0,7.0,4.0,0.0,40.0,1.0
1066584,0.074,242.37,6.0,26.0,12.0,9.0,48.0,18.0
1119946,0.122,243.57,2.0,2.0,1.0,11.0,10.0,0.0
1159218,0.40800000000000003,236.5,9.0,28.0,2.0,17.0,42.0,20.0
144223,0.0,236.39,9.4,26.0,3.0,21.0,7.0,17.0
1971932,0.088,240.59,1.0,16.0,9.0,2.0,56.0,0.0
983370,0.058,243.8,2.8,29.0,10.0,14.0,54.0,0.0
142560,0.224,241.19,2.0,25.0,3.0,17.0,24.0,0.0
1160526,0.176,241.98,13.9,3.0,1.0,15.0,30.0,19.0
1000638,0.172,240.97,3.2,11.0,10.0,14.0,42.0,0.0
1503777,0.224,243.18,2.0,26.0,10.0,0.0,21.0,1.0
532741,0.068,244.08,10.2,21.0,12.0,16.0,25.0,0.0
1174245,0.0,244.32,1.0,3.0,11.0,4.0,9.0,0.0
865612,0.246,238.5,3.6,8.0,8.0,20.0,16.0,12.0
519750,0.106,247.71,4.8,12.0,12.0,15.0,54.0,13.0
599616,0.0,244.84,1.0,2.0,6.0,3.0,0.0,1.0
356320,0.0,240.26,0.6,21.0,8.0,4.0,4.0,0.0
267644,0.0,239.42,1.6,20.0,6.0,14.0,8.0,0.0
133321,0.068,239.62,9.2,19.0,3.0,7.0,25.0,19.0
1481293,0.346,241.27,6.6,10.0,10.0,9.0,37.0,19.0
647688,0.05,237.9,5.4,3.0,10.0,12.0,12.0,17.0
1431091,0.336,238.93,6.8,9.0,5.0,12.0,55.0,21.0
100854,0.174,234.87,1.6,24.0,2.0,18.0,18.0,2.0
1193321,0.0,241.36,5.4,24.0,3.0,10.0,5.0,18.0
1652798,0.128,241.18,5.8,2.0,6.0,12.0,2.0,19.0
736606,0.11,243.64,1.0,5.0,11.0,6.0,10.0,0.0
1483234,0.088,240.28,1.8,10.0,11.0,17.0,58.0,1.0
893023,0.266,238.75,1.4,27.0,8.0,21.0,7.0,1.0
891917,0.0,239.54,0.2,27.0,8.0,2.0,41.0,1.0
1981294,0.084,242.15,1.2,22.0,9.0,14.0,58.0,0.0
1782419,0.2,235.32,6.6,5.0,7.0,12.0,23.0,17.0
1711692,0.124,242.72,5.8,19.0,3.0,9.0,36.0,19.0
1924368,0.0,242.37,0.6,14.0,8.0,2.0,12.0,0.0
1066203,0.348,246.57,2.2,26.0,12.0,3.0,27.0,2.0
1038177,0.214,241.99,5.8,12.0,6.0,16.0,21.0,0.0
1254232,0.124,242.23,1.6,5.0,5.0,17.0,16.0,1.0
1790341,0.212,239.67,2.0,13.0,5.0,0.0,25.0,3.0
1727509,0.0,239.67,5.4,30.0,3.0,9.0,13.0,18.0
1604266,0.40800000000000003,240.57,6.2,1.0,3.0,19.0,10.0,3.0
2038679,0.118,245.37,1.4,11.0,1.0,11.0,23.0,2.0
1270630,0.232,241.64,4.0,17.0,5.0,2.0,34.0,11.0
1482396,0.25,244.06,1.8,10.0,11.0,4.0,0.0,2.0
920348,0.048,237.7,10.8,15.0,9.0,20.0,32.0,1.0
2039010,0.23,243.69,6.2,11.0,1.0,16.0,54.0,20.0
632356,0.0,238.78,0.8,28.0,2.0,20.0,40.0,0.0
155257,0.124,240.54,1.4,4.0,3.0,13.0,1.0,0.0
1663713,0.196,246.27,2.6,14.0,2.0,1.0,57.0,1.0
1751140,0.066,241.71,1.6,15.0,4.0,19.0,4.0,1.0
347088,0.134,239.34,1.2,14.0,8.0,18.0,12.0,0.0
841746,0.11,241.33,1.0,23.0,7.0,6.0,30.0,3.0
1316149,0.12,243.73,1.2,17.0,6.0,17.0,13.0,1.0
1766400,0.0,242.13,1.0,26.0,4.0,9.0,24.0,1.0
1081177,0.062,242.39,1.2,1.0,5.0,13.0,1.0,0.0
1088553,0.372,246.67,3.0,1.0,10.0,15.0,57.0,1.0
277391,0.256,238.76,6.6,27.0,6.0,8.0,35.0,20.0
1413661,0.156,240.37,1.2,24.0,8.0,10.0,25.0,2.0
1960741,0.202,239.37,6.6,9.0,8.0,8.0,25.0,19.0
1595100,0.102,239.83,6.2,28.0,12.0,10.0,24.0,20.0
1579264,0.102,242.82,5.8,17.0,12.0,10.0,28.0,19.0
1722317,0.118,240.35,1.6,26.0,3.0,18.0,41.0,2.0
705713,0.28,238.0,10.0,19.0,4.0,19.0,17.0,29.0
169557,0.074,241.09,1.4,13.0,4.0,11.0,21.0,0.0
1269479,0.114,240.79,1.2,16.0,5.0,7.0,23.0,0.0
80843,0.192,236.48,13.9,2.0,10.0,20.0,47.0,18.0
670077,0.056,242.72,1.0,26.0,3.0,1.0,21.0,0.0
799495,0.216,239.04,11.0,23.0,6.0,22.0,19.0,19.0
1527078,0.124,246.54,1.4,11.0,11.0,4.0,42.0,2.0
672618,0.056,237.35,4.2,27.0,3.0,19.0,42.0,0.0
1695738,0.0,244.55,7.8,3.0,8.0,7.0,42.0,19.0
1252511,0.0,242.66,5.4,5.0,4.0,12.0,35.0,19.0
667054,0.164,241.99,5.4,23.0,3.0,22.0,58.0,0.0
660293,0.0,241.8,5.4,19.0,3.0,6.0,17.0,18.0
1514137,0.0,242.9,1.0,11.0,2.0,5.0,1.0,0.0
1736238,0.0,236.27,13.9,4.0,5.0,10.0,42.0,45.0
1087756,0.0,248.625,1.2,1.0,10.0,2.0,40.0,0.0
2018813,0.08,245.07,1.6,18.0,10.0,16.0,17.0,2.0
693112,0.0,242.6,10.6,4.0,11.0,1.0,16.0,1.0
126480,0.234,241.45,6.2,14.0,3.0,13.0,24.0,18.0
1739012,0.064,240.26,7.0,4.0,7.0,8.0,56.0,24.0
1310505,0.12389290560382264,240.82676954857766,4.647313526540645,13.0,6.0,19.0,9.0,7.813293638738684
561304,0.058,239.05,6.0,1.0,10.0,12.0,28.0,18.0
1711673,0.182,240.53,6.0,19.0,3.0,9.0,17.0,18.0
1478861,0.124,241.63,1.4,10.0,8.0,17.0,5.0,1.0
415535,0.168,241.17,2.0,10.0,1.0,6.0,59.0,0.0
684713,0.0,241.84,1.4,4.0,5.0,5.0,17.0,0.0
481586,0.116,245.37,1.4,16.0,11.0,3.0,50.0,0.0
1137938,0.218,243.45,2.0,13.0,2.0,23.0,2.0,2.0
1100794,0.096,245.29,1.4,19.0,1.0,3.0,58.0,0.0
530611,0.0,247.35,1.0,20.0,12.0,4.0,55.0,1.0
1536199,0.332,242.86,6.6,17.0,11.0,12.0,43.0,20.0
1670133,0.094,244.89,5.8,18.0,2.0,12.0,57.0,21.0
1783821,0.2,243.2,6.0,5.0,8.0,11.0,45.0,18.0
315006,0.0,233.22500000000002,10.6,23.0,7.0,11.0,30.0,0.0
1945340,0.0,241.58,5.2,28.0,8.0,15.0,44.0,18.0
1920350,0.404,237.25,4.6,8.0,11.0,7.0,14.0,12.0
866850,0.0,241.98,0.2,8.0,9.0,16.0,54.0,1.0
1545524,0.0,242.73,1.4,24.0,11.0,0.0,8.0,1.0
329559,0.096,233.22500000000002,5.0,8.0,2.0,14.0,3.0,16.0
1393842,0.276,241.03,1.8,8.0,10.0,16.0,6.0,1.0
486998,0.14,240.95,6.4,19.0,11.0,22.0,2.0,0.0
1496053,0.0,244.67,1.8,20.0,10.0,15.0,37.0,1.0
1560967,0.11,243.29,3.2,12.0,4.0,17.0,31.0,0.0
1402169,0.148,241.9,1.2,16.0,8.0,10.0,53.0,1.0
363301,0.0,239.24,1.2,26.0,8.0,0.0,25.0,0.0
19294,0.206,248.19,1.6,30.0,12.0,2.0,58.0,0.0
540088,0.072,237.37,6.0,26.0,12.0,18.0,52.0,18.0
1406777,0.0,241.4,1.0,19.0,8.0,15.0,41.0,1.0
577578,0.176,235.6,12.4,21.0,1.0,19.0,42.0,0.0
1080298,0.056,246.68,2.2,1.0,4.0,22.0,22.0,0.0
548907,0.13,243.61,2.8,1.0,1.0,21.0,51.0,0.0
9467,0.048,238.47,9.0,23.0,12.0,7.0,11.0,0.0
1279118,0.098,242.48,1.2,23.0,5.0,0.0,2.0,2.0
591597,0.05,243.51,2.0,31.0,1.0,13.0,21.0,0.0
1745715,0.096,243.51,1.2,4.0,12.0,0.0,39.0,1.0
1747145,0.18,239.26,6.0,13.0,4.0,0.0,29.0,18.0
755615,0.336,237.84,6.2,24.0,5.0,10.0,59.0,20.0
1241312,0.1,243.2,2.2,26.0,4.0,17.0,56.0,0.0
906732,0.122,242.3,5.4,9.0,6.0,9.0,36.0,19.0
414620,0.088,243.84,1.2,30.0,9.0,15.0,44.0,0.0
1785444,0.08,243.18,6.6,5.0,9.0,14.0,48.0,19.0
1496754,0.052,241.08,1.0,21.0,10.0,3.0,18.0,1.0
1707206,0.096,242.41,6.6,16.0,3.0,6.0,50.0,20.0
1193521,0.096,242.14,6.0,24.0,3.0,13.0,25.0,18.0
171741,0.108,243.25,4.6,14.0,4.0,23.0,45.0,14.0
376955,0.392,238.78,13.2,9.0,4.0,11.0,59.0,17.0
546601,0.204,239.91,1.8,31.0,12.0,7.0,25.0,1.0
811201,0.212,237.32,1.4,7.0,2.0,1.0,25.0,1.0
1955176,0.074,241.99,3.0,9.0,4.0,11.0,40.0,2.0
1107599,0.068,244.02,2.8,23.0,1.0,21.0,23.0,2.0
1445029,0.126,242.69,1.2,15.0,9.0,5.0,13.0,0.0
1008763,0.092,244.14,1.4,16.0,11.0,6.0,7.0,0.0
866695,0.238,240.95,3.4,8.0,9.0,14.0,19.0,12.0
2023849,0.056,244.71,2.2,22.0,10.0,4.0,13.0,1.0
1295265,0.0,242.24,5.4,6.0,3.0,5.0,9.0,18.0
1557844,0.156,243.31,6.8,12.0,2.0,13.0,28.0,19.0
661496,0.332,243.95,2.4,20.0,3.0,2.0,20.0,1.0
633378,0.144,238.61,7.8,29.0,2.0,13.0,42.0,22.0
221799,0.268,234.43,8.8,19.0,5.0,18.0,3.0,18.0
1057483,0.0,245.82,1.0,20.0,12.0,2.0,7.0,0.0
1471470,0.128,240.55,7.2,10.0,3.0,13.0,54.0,19.0
887957,0.0,243.61,0.2,24.0,8.0,8.0,41.0,1.0
680765,0.096,235.3,6.0,4.0,2.0,11.0,29.0,17.0
1820684,0.178,241.06,1.6,6.0,3.0,2.0,8.0,0.0
2059700,0.048,241.93,1.0,16.0,11.0,1.0,44.0,0.0
637477,0.158,238.98,2.8,3.0,3.0,10.0,1.0,0.0
1010306,0.066,234.41,13.9,17.0,11.0,7.0,50.0,17.0
256101,0.0,241.02,0.6,6.0,12.0,13.0,45.0,0.0
1199053,0.0,239.11,5.8,28.0,3.0,9.0,37.0,18.0
1627454,0.244,240.53,10.4,19.0,1.0,21.0,38.0,20.0
351222,0.136,241.69,1.0,17.0,8.0,15.0,6.0,0.0
216393,0.056,238.61,5.2,15.0,5.0,23.0,57.0,18.0
459167,0.08,240.22,6.4,31.0,10.0,14.0,11.0,18.0
959282,0.098,237.64,9.2,10.0,12.0,21.0,26.0,2.0
1818738,0.096,241.9,1.4,6.0,1.0,17.0,42.0,0.0
1322506,0.108,242.46,1.0,22.0,6.0,3.0,10.0,1.0
1894358,0.336,240.18,2.2,24.0,7.0,6.0,2.0,2.0
584843,0.208,237.8,13.9,26.0,1.0,20.0,47.0,17.0
418308,0.186,238.4,1.6,10.0,3.0,5.0,12.0,1.0
552699,0.066,242.6,7.4,1.0,4.0,13.0,3.0,18.0
1222440,0.102,242.48,1.8,13.0,4.0,15.0,24.0,0.0
87742,0.0,243.49,1.2,15.0,2.0,15.0,46.0,0.0
303920,0.12389290560382264,240.82676954857766,4.647313526540645,15.0,7.0,18.0,44.0,7.813293638738684
1380243,0.108,241.1,5.2,8.0,1.0,5.0,27.0,19.0
1630672,0.232,243.1,2.0,22.0,1.0,3.0,16.0,1.0
409361,0.0,238.0,5.6,27.0,9.0,0.0,5.0,18.0
1255954,0.104,238.52,8.4,5.0,6.0,21.0,58.0,18.0
456390,0.076,243.0,1.2,29.0,10.0,15.0,54.0,0.0
1941162,0.0,240.89,0.8,25.0,8.0,18.0,6.0,0.0
1482432,0.12,243.6,1.4,10.0,11.0,4.0,36.0,1.0
341092,0.136,234.04,5.2,8.0,10.0,14.0,16.0,17.0
830118,0.248,239.91,1.6,15.0,7.0,4.0,42.0,1.0
1866602,0.0,241.6,2.6,7.0,4.0,23.0,26.0,1.0
1261499,0.40800000000000003,237.24,12.0,5.0,10.0,18.0,23.0,31.0
660023,0.0,243.31,1.0,19.0,3.0,1.0,47.0,0.0
181514,0.1,233.22500000000002,13.9,21.0,4.0,18.0,38.0,0.0
18850,0.0,235.62,6.2,29.0,12.0,19.0,34.0,0.0
1540585,0.218,244.39,1.8,20.0,11.0,13.0,49.0,0.0
1856356,0.108,242.21,1.0,27.0,6.0,20.0,40.0,1.0
145852,0.0,244.21,1.0,28.0,3.0,0.0,16.0,1.0
846891,0.232,239.72,1.6,26.0,7.0,20.0,15.0,2.0
1402793,0.166,239.91,2.4,16.0,8.0,21.0,17.0,2.0
1511966,0.3,241.79,9.6,31.0,10.0,16.0,50.0,18.0
984481,0.0,238.89,3.2,30.0,10.0,9.0,25.0,0.0
716256,0.0,240.97,1.4,27.0,4.0,3.0,0.0,1.0
559372,0.094,241.7,1.4,1.0,9.0,4.0,16.0,0.0
268166,0.292,241.84,1.8,20.0,6.0,22.0,50.0,1.0
564873,0.056,239.07,13.9,1.0,12.0,23.0,57.0,17.0
